Titulo;Relator;Data de publicação;Data de julgamento;Órgão julgador;Ementa
HC 193726 AgR-segundo;EDSON FACHIN;07/10/2021;23/06/2021;Tribunal Pleno;DIREITO PENAL E PROCESSUAL PENAL. AGRAVO REGIMENTAL CONTRA DECISÃO DO RELATOR QUE DECLAROU A PREJUDICIALIDADE DE HABEAS CORPUS E RECLAMAÇÕES AJUIZADOS PELO PACIENTE. INEXISTÊNCIA DE COINCIDÊNCIA TOTAL OU PARCIAL DOS OBJETOS DAS AÇÕES INDICADAS. AUSÊNCIA DE PREJUDICIALIDADE DO HABEAS CORPUS 164.493/DF. COMPETÊNCIA DA SEGUNDA TURMA DO SUPREMO TRIBUNAL FEDERAL PARA A PARCIALIDADE DO JUIZ DE PRIMEIRO GRAU. INEXISTÊNCIA DE HIERARQUIA ENTRE OS ÓRGÃOS OU MINISTROS INTEGRANTES DO STF. FUNDAMENTOS AUTÔNOMOS QUE AFASTAM A PREJUDICIALIDADE DA IMPETRAÇÃO. ARGUIÇÃO DE SUSPEIÇÃO QUE PRECEDE A DISCUSSÃO SOBRE COMPETÊNCIA (ART. 96 DO CPP) E QUE GERA IMPACTOS MAIS GRAVES AOS ATOS PROCESSUAIS. AGRAVO PROVIDO.     1.  As diversas impetrações e reclamações constitucionais declaradas prejudicadas pela decisão agravada (Habeas Corpus 164.493, 165.973, 190.943, 192.045, 193.433, 198.041, 178.596, 184.496, 174.988, 180.985, bem como nas Reclamações 43.806, 45.948, 43.969 e 45.325) veiculam causas de pedir remotas distintas e que não se confundem com a alegação de incompetência do Juízo da 13ª Vara Federal de Curitiba/PR.    2.  No julgamento do julgamento do Habeas Corpus 164.493/PR, a Segunda Turma do STF valorou 7 (sete) fatos que demonstravam que o ex-Juiz Sérgio Moro ultrapassou os limites do sistema acusatório e aderiu estrategicamente aos interesses da acusação, em violação aos princípios do contraditório e da ampla defesa.     3.  Em Sessão Ordinária de Julgamento de 9 de março de 2021, a Segunda Turma apreciou Questão de Ordem no Habeas Corpus 164.493/PR e decidiu que a decisão agravada não teria implicado prejuízo à análise daquela impetração.     4.  A decisão agravada não compele nem poderia obrigar que a Segunda Turma simplesmente tivesse sua jurisdição esvaziada para apreciar o Habeas Corpus 164.493/PR, uma vez que inexiste hierarquia entre os órgãos ou Ministros integrantes deste Supremo Tribunal Federal.    5.  A questão da parcialidade do magistrado precede a discussão sobre incompetência (art. 96 do CPP). Ademais, o reconhecimento da suspeição acarreta impacto mais grave aos atos processuais em relação à incompetência.    6.  Agravo interno provido.
HC 202216 ED;ALEXANDRE DE MORAES;30/06/2021;21/06/2021;Tribunal Pleno;"Ementa: EMBARGOS DE DECLARAÇÃO RECEBIDOS COMO AGRAVO REGIMENTAL. HABEAS CORPUS. IMPETRAÇÃO CONTRA DECISÃO DE MINISTRO DO SUPREMO TRIBUNAL FEDERAL. IMPOSSIBILIDADE. APLICAÇÃO ANALÓGICA DA SÚMULA 606/STF. PRECEDENTES.     1. Não cabe ao SUPREMO TRIBUNAL FEDERAL conhecer de Habeas Corpus impetrado contra decisão proferida por Ministro do SUPREMO TRIBUNAL FEDERAL. Incidência, por analogia, da Súmula 606/STF (cf. HC 136.097-AgR, Rel. Min. LUIZ FUX, Tribunal Pleno, Dje de 3/11/2016; HC 132.400-AgR, Rel. Min. ROSA WEBER, Tribunal Pleno, DJe de 6/9/2016 e HC 97.009, Rel. Min. MARCO AURÉLIO, Rel. p/ Acórdão: Min. TEORI ZAVASCKI, Tribunal Pleno, DJe de 4/4/2014).    2. Embargos de Declaração recebidos como Agravo Regimental, ao qual se nega provimento."
HC 197833 AgR-ED;LUIZ FUX (Presidente);23/06/2021;08/06/2021;Tribunal Pleno;"EMENTA: EMBARGOS DE DECLARAÇÃO NO AGRAVO REGIMENTAL NO HABEAS CORPUS. OMISSÃO, CONTRADIÇÃO, OBSCURIDADE OU ERRO MATERIAL. INEXISTÊNCIA. PRETENSÃO DE REDISCUTIR MATÉRIA JÁ DECIDIDA. EFEITOS INFRINGENTES. IMPOSSIBILIDADE. EMBARGOS DECLARATÓRIOS DESPROVIDOS.     1. Os embargos de declaração voltam-se à correção de eventuais equívocos de julgamento, que produzam, no acórdão recorrido, ambiguidade, obscuridade, contradição ou omissão, a impedir a exata compreensão do que foi decidido. Incabíveis, por conseguinte, para mera obtenção de efeitos infringentes quanto à matéria decidida, objeto de irresignação do embargante. Precedentes: RvC 5.455 AgR-ED, Rel. Min. Ricardo Lewandowski, Tribunal Pleno, DJe 13/4/2018; RE 718.874 ED, Rel. Min. Alexandre de Moraes, Tribunal Pleno, DJe 12/9/2018; AR 2.768 AgR-ED, Rel. Min. Luiz Fux, Tribunal Pleno, DJe 6/6/2020.    2. Embargos de declaração desprovidos."
HC 201091 AgR;CÁRMEN LÚCIA;07/06/2021;31/05/2021;Tribunal Pleno;EMENTA: AGRAVO REGIMENTAL EM HABEAS CORPUS. IMPETRAÇÃO CONTRA JULGADO DE TURMA DO SUPREMO TRIBUNAL FEDERAL EM PROCESSO DE EXTRADIÇÃO. SÚMULA N. 606 DO SUPREMO TRIBUNAL. INVIABILIDADE DA IMPETRAÇÃO: PRECEDENTES. AGRAVO REGIMENTAL AO QUAL SE NEGA PROVIMENTO.
HC 201070 AgR;NUNES MARQUES;16/06/2021;24/05/2021;Tribunal Pleno;E M E N T A    AGRAVO REGIMENTAL EM HABEAS CORPUS. ALEGADO VÍCIO DE INCOMPETÊNCIA DO JUÍZO EM QUE TRAMITOU A AÇÃO PENAL. HABEAS CORPUS IMPETRADO CONTRA DECISÃO DE MINISTRA DO SUPREMO TRIBUNAL FEDERAL. INADMISSÍVEL. ENUNCIADO N° 606 DA SÚMULA DO SUPREMO TRIBUNAL FEDERAL. HABEAS CORPUS NÃO CONHECIDO. AGRAVO REGIMENTAL A QUE SE NEGA PROVIMENTO.    1. É inviável o habeas corpus, quando impetrado contra decisão de Ministro do Supremo Tribunal Federal ou contra acórdão de quaisquer das Turmas ou do Plenário desta Suprema Corte. Precedentes.    2. Agravo regimental a que se nega provimento.
HC 197999 AgR-ED-AgR;MARCO AURÉLIO;28/05/2021;17/05/2021;Tribunal Pleno;AGRAVO – PREJUÍZO. Afastada a prisão em flagrante, falta interesse recursal considerado agravo voltado ao reconhecimento de ilegalidade.
HC 198070 AgR-AgR;MARCO AURÉLIO;07/05/2021;27/04/2021;Tribunal Pleno;AGRAVO REGIMENTAL – MINUTA – DECISÃO IMPUGNADA – DESCOMPASSO. O descompasso entre a minuta do agravo regimental e os fundamentos do pronunciamento atacado implica a inadmissibilidade do recurso.
HC 199040 AgR;CÁRMEN LÚCIA;05/05/2021;27/04/2021;Tribunal Pleno;EMENTA: AGRAVO REGIMENTAL EM HABEAS CORPUS. IMPETRAÇÃO CONTRA JULGADO DE TURMA E DECISÃO MONOCRÁTICA DE MINISTRO DO SUPREMO TRIBUNAL FEDERAL. SÚMULA N. 606 DO SUPREMO TRIBUNAL. INVIABILIDADE DA IMPETRAÇÃO: PRECEDENTES. AUSÊNCIA DE IMPUGNAÇÃO DOS FUNDAMENTOS DA DECISÃO AGRAVADA. AGRAVO REGIMENTAL AO QUAL SE NEGA PROVIMENTO.
HC 197655 AgR;LUIZ FUX (Presidente);19/05/2021;27/04/2021;Tribunal Pleno;"Ementa: AGRAVO INTERNO NO HABEAS CORPUS. PENAL E PROCESSUAL PENAL. MANIFESTO DESCABIMENTO DO WRIT IMPETRADO EM FACE DE ATO JURISDICIONAL DO SUPREMO TRIBUNAL FEDERAL. SÚMULA Nº 606 DO STF. PRECEDENTES. AUSÊNCIA DE ARGUMENTOS NOVOS HÁBEIS A INFIRMAR A DECISÃO AGRAVADA. AGRAVO INTERNO AO QUAL SE NEGA PROVIMENTO.    1. O habeas corpus é incabível quando impetrado em face de ato dos Ministros do Supremo Tribunal Federal, de órgão fracionário da Corte ou de seu Pleno. Precedentes: HC 91.207/RJ, Pleno, Red. p/ acórdão Min. Eros Grau, DJe de 5/3/2010; HC 100.397/MG, Pleno, Red. p/ acórdão Min. Cármen Lúcia, DJe de 1º/7/2010; HC 104.843-AgR/BA, Pleno, Rel. Min. Ayres Britto, DJe de 2/12/2011; HC 105.959, Pleno, Red. p/ acórdão Min. Edson Fachin, DJe de 15/6/2016; HC 181.667-AgR/SP, Pleno, Min. Rel. Rosa Weber, DJe de 9/6/2020; e HC 187.147/SP, Pleno, Red. p/ acórdão Min. Edson Fachin, DJe de 24/2/2021.    2. A impetração é manifestamente incabível, consoante o enunciando da Súmula nº 606 do STF, verbis: “Não cabe habeas corpus originário para o Tribunal Pleno de decisão de Turma, ou do Plenário, proferida em habeas corpus ou no respectivo recurso.”    3. Agravo interno desprovido."
HC 186602 AgR-ED-EDv-AgR;ROSA WEBER;30/04/2021;19/04/2021;Tribunal Pleno;EMENTA     AGRAVO REGIMENTAL NOS EMBARGOS DE DIVERGÊNCIA NOS EMBARGOS DE DECLARAÇÃO NO AGRAVO REGIMENTAL NO HABEAS CORPUS. INEXISTÊNCIA DE PREVISÃO LEGAL. NÃO CABIMENTO.    1. Na esteira da jurisprudência consolidada por esta Suprema Corte, “não se revela viável a interposição de embargos de divergência contra acórdãos proferidos, pelo Supremo Tribunal Federal, quer em sede originária de habeas corpus, quer, ainda, no âmbito do recurso ordinário em habeas corpus” (HC 88.247/RJ, Rel. Min. CELSO DE MELLO, Plenário, DJe 20/11/2009)” (HC 162.345-AgR-EDv-AgR/SP, Rel. Min. Alexandre de Moraes, Plenário, DJe 10.12.2018).    2. Agravo regimental conhecido e não provido.
HC 197833 AgR;LUIZ FUX (Presidente);12/05/2021;19/04/2021;Tribunal Pleno;"Ementa: AGRAVO INTERNO NO HABEAS CORPUS. PENAL E PROCESSUAL PENAL. PETIÇÃO INEPTA. DEFICIÊNCIA NA INSTRUÇÃO. ÓBICE AO CONHECIMENTO DO WRIT. AUSÊNCIA DE ARGUMENTOS NOVOS HÁBEIS A INFIRMAR A DECISÃO AGRAVADA. AGRAVO INTERNO AO QUAL SE NEGA PROVIMENTO.    1. A adequada instrução do habeas corpus, ação de rito sumário e de limitado espectro de cognoscibilidade, é ônus do impetrante, sendo imprescindível que o mandamus venha aparelhado com provas documentais pré-constituídas, as quais devem viabilizar o exame das alegações veiculadas no writ. Precedentes: HC 137.315, Segunda Turma, Rel. Min. Ricardo Lewandowski, DJe de 13/02/2017; e RHC 128.305-AgR, Primeira Turma, Rel. Min. Rosa Weber, DJe de 16/11/2018.    2. In casu, a deficiência na instrução do habeas corpus, face à ausência de peças necessárias à confirmação da efetiva ocorrência do constrangimento ilegal, bem como sua ininteligibilidade, implica o não conhecimento do writ.    3. Agravo interno desprovido."
HC 193726 AgR;EDSON FACHIN;01/09/2021;15/04/2021;Tribunal Pleno;"Ementa: HABEAS CORPUS. COMPETÊNCIA. CONEXÃO NÃO VERIFICADA. AUSÊNCIA DE PRECLUSÃO. OFENSA AO PRINCÍPIO DO JUIZ NATURAL CONFIGURADA. NULIDADE DOS ATOS DECISÓRIOS. ORDEM CONCEDIDA. EXTENSÃO ÀS DEMAIS AÇÕES PENAIS. AGRAVO REGIMENTAL DESPROVIDO.    1. No histórico de delimitação da competência da 13ª Vara Federal da Subseção Judiciária de Curitiba ao processo e julgamento de feitos atinentes à denominada “Operação Lava Jato”, o Plenário do Supremo Tribunal Federal, por ocasião do julgamento de questão de ordem suscitada no INQ 4.130 (23.9.2015), assentou que (i) “[A] colaboração premiada, como meio de obtenção de prova, não constitui critério de determinação, de modificação ou de concentração de competência”; e que, quando ausente prática delitiva atinente a fraude ou desvio de recursos em detrimento da Petrobras S/A, não estaria configurada a conexão a autorizar a fixação da competência daquele Juízo, pois (ii) “[N]enhum órgão jurisdicional pode-se arvorar de juízo universal de todo e qualquer crime relacionado a desvio de verbas para fins político-partidários, à revelia das regras de competência”.    2. Por ocasião do julgamento de agravos regimentais interpostos nos autos dos INQs 4.327 e 4.483 (19.12.2017), o Plenário do Supremo Tribunal Federal assentou que a atuação do núcleo político da organização criminosa denunciada, porque ínsita ao exercício das respectivas funções, teria se dado na Capital Federal, razão pela qual, diante da inexistência de ligação direta dos fatos denunciados com os delitos praticados em detrimento da Petrobras S/A, afastou a competência da13ª Vara Federal da Subseção Judiciária de Curitiba.    3. No julgamento de agravos regimentais interpostos nos autos da PET 6.820, finalizado em 6.2.2018, a Segunda Turma do Supremo Tribunal Federal assentou que, a despeito de procedimentos conexos em tramitação perante a 13ª Vara Federal da Subseção Judiciária de Curitiba, a remessa de termos de depoimento prestados em acordo de colaboração premiada contendo a narrativa de fatos supostamente ofensivos a bens jurídicos tutelados pela legislação penal eleitoral deve se dar em favor da Justiça Eleitoral. O mesmo entendimento foi adotado de forma majoritária pelo Plenário do Supremo Tribunal Federal em 14.3.2019, por ocasião do julgamento do INQ 4.435 AgR-Quarto.    4. Em nova delimitação da competência da 13ª Vara Federal da Subseção Judiciária de Curitiba, por ocasião do julgamento da PET 8.090 AgR, realizado em 8.9.2020, a Segunda Turma do Supremo Tribunal Federal assentou que nem mesmo fatos praticados em detrimento da Transpetro S/A, subsidiária integral da Petrobras S/A, justificariam a fixação da competência por conexão daquele Juízo.    5. No âmbito da “Operação Lava Jato”, a competência da 13ª Vara Federal da Subseção Judiciária de Curitiba é restrita aos crimes praticados de forma direta em detrimento apenas da Petrobras S/A.    6. Na hipótese, restou demonstrado que as condutas atribuídas ao paciente não foram diretamente direcionadas a contratos específicos celebrados entre o Grupo OAS e a Petrobras S/A, constatação que, em cotejo com os já estudados precedentes do Plenário e da Segunda Turma do Supremo Tribunal Federal, permite a conclusão pela não configuração da conexão que autorizaria, no caso concreto, a modificação da competência jurisdicional.    7. As mesmas circunstâncias fáticas, ou seja, a ausência de condutas praticadas de forma direta em detrimento da Petrobras S/A, são encontradas nas demais ações penais deflagradas em desfavor do paciente perante a 13ª Vara Federal da Subseção Judiciária de Curitiba, tornando-se imperiosa a extensão da ordem concedida, nos termos do art. 654, § 2º, do Código de Processo Penal.    8. Agravo regimental desprovido."
HC 193726 AgR-AgR;EDSON FACHIN;01/09/2021;14/04/2021;Tribunal Pleno;"Ementa: HABEAS CORPUS. AFETAÇÃO DO JULGAMENTO AO PLENÁRIO DO SUPREMO TRIBUNAL FEDERAL. ATRIBUIÇÃO DISCRICIONÁRIA DO RELATOR. AGRAVO REGIMENTAL DESPROVIDO.    1. Conforme entendimento firmado por ocasião do julgamento do HC 143.333, a afetação de feitos a julgamento pelo Plenário do Supremo Tribunal Federal é atribuição discricionária do Relator, nos termos dos artigos 21, I e 22, ambos do Regimento Interno do Supremo Tribunal Federal (RISTF), pronunciamento que, a teor do artigo 305 do RISTF, afigura-se irrecorrível. Especificamente no que concerne ao habeas corpus, tal proceder também é autorizado a partir da inteligência dos artigos 6º, II, “c” e 21, XI, do RISTF. Precedentes: HC 143333, de minha relatoria, Tribunal Pleno, julgado em 12.4.2018; Ext 1574 ED, Rela. Min. Cármen Lúcia, Segunda Turma, julgado em 25.10.2019.    2. Agravo regimental desprovido."
HC 193914 AgR;ROSA WEBER;14/05/2021;13/04/2021;Tribunal Pleno;EMENTA    AGRAVO REGIMENTAL NO HABEAS CORPUS. IMPETRAÇÃO CONTRA ATO DE MINISTRO DO SUPREMO TRIBUNAL FEDERAL. NÃO CABIMENTO. JURISPRUDÊNCIA CONSOLIDADA. APLICAÇÃO ANALÓGICA DA SÚMULA Nº 606/STF.    1. Manifesto o descabimento deste habeas corpus, enquanto se volta contra ato de Ministro desta Casa. Consabido que sedimentada a jurisprudência deste STF no sentido da “inadmissibilidade de ‘habeas corpus’, quando impetrado contra decisões emanadas dos órgãos colegiados desta Suprema Corte (Plenário ou Turmas) ou de quaisquer de seus juízes, inclusive quando proferidas em sede de procedimentos penais de competência originária do Supremo Tribunal Federal” (HC 109.021-AgR/SP, Pleno, Rel. Min. Celso de Mello, DJe 18.12.2013).    2. Assentada tal diretriz, na aplicação analógica do enunciado da Súmula nº 606/STF: “não cabe habeas corpus originário para o Tribunal Pleno de decisão de Turma, ou do Plenário, proferida em habeas corpus ou no respectivo recurso”.    3. Agravo regimental conhecido e não provido.
HC 194730 AgR;RICARDO LEWANDOWSKI;16/04/2021;08/04/2021;Tribunal Pleno;Ementa: AGRAVO REGIMENTAL EM HABEAS CORPUS. PEDIDO DE SUSTENTAÇÃO ORAL. IMPOSSIBILIDADE. VEDAÇÃO DO ART. 131, § 2°, DO REGIMENTO INTERNO DO STF. NEGATIVA DE SEGUIMENTO DA IMPETRAÇÃO. INCIDÊNCIA DA SÚMULA 606 DO SUPREMO TRIBUNAL FEDERAL. INVIABILIDADE DE SOBRESTAMENTO DA IMPETRAÇÃO. AGRAVO REGIMENTAL A QUE SE NEGA PROVIMENTO.     I – A atual redação do art. 131, § 2°, do Regimento Interno do STF veda a possibilidade de sustentação oral perante o Colegiado nos julgamentos de agravo, embargos declaratórios, arguição de suspeição e medida cautelar. Aliás, o § 2° do art. 21-B do Regimento apenas disciplina o funcionamento da sustentação oral nos casos em que ela for cabível. É o que também consta do art. 5°-A da Resolução 669/2020-STF. Precedentes.    II – A jurisprudência sumulada desta Suprema Corte estabelece que “não cabe habeas corpus originário para o Tribunal Pleno de decisão de Turma, ou do Plenário, proferida em habeas corpus ou no respectivo recurso” (Súmula 606). Em recentes julgados, o Plenário decidiu pela impossibilidade de impetração de writ também contra ato jurisdicional de Ministro desta Suprema Corte, a incidir, por analogia, a referida Súmula 606 (vide HC 181.680 AgR/PR, Rel. Min. Rosa Weber, DJe de 2/6/2020 e HC 164.593 AgR/AM, Rel. Min. Edson Fachin, DJe de 10/6/2020).    III – É impróprio o pleito de sobrestamento deste habeas corpus até decisão final de mérito do Recurso Extraordinário 979.962/RS, representativo do Tema 1.003 da Sistemática da Repercussão Geral, especialmente porque o respectivo relator não se utilizou da regra prevista no art. 1.035, § 5º, do novo Código de Processo Civil, que dispõe sobre a suspensão do processamento de todos os processos pendentes, individuais ou coletivos, que versem sobre a questão e tramitem no território nacional.     IV – Agravo regimental a que se nega provimento.
HC 186006 ED-2ºJULG;RICARDO LEWANDOWSKI;12/04/2021;29/03/2021;Tribunal Pleno;Ementa: EMBARGOS DE DECLARAÇÃO CONVERTIDOS EM AGRAVO REGIMENTAL. INTELIGÊNCIA DO ART. 1.024, § 3º, DO CPC. NEGATIVA DE SEGUIMENTO DA IMPETRAÇÃO. INCIDÊNCIA DA SÚMULA 606 DO SUPREMO TRIBUNAL FEDERAL. AGRAVO REGIMENTAL A QUE SE NEGA PROVIMENTO.     I – A jurisprudência sumulada desta Suprema Corte estabelece que “não cabe habeas corpus originário para o Tribunal Pleno de decisão de Turma, ou do Plenário, proferida em habeas corpus ou no respectivo recurso” (Súmula 606). Em recentes julgados, o Plenário decidiu pela impossibilidade de impetração de writ também contra ato jurisdicional de Ministro desta Suprema Corte, a incidir, por analogia, a referida Súmula 606 (vide HC 181.680 AgR/PR, Rel. Min. Rosa Weber, DJe de 2/6/2020 e HC 164.593 AgR/AM, Rel. Min. Edson Fachin, DJe de 10/6/2020).    III – Agravo regimental a que se nega provimento.
HC 197044 AgR;MARCO AURÉLIO;23/03/2021;15/03/2021;Tribunal Pleno;HABEAS CORPUS – ACÓRDÃO – ÓRGÃO FRACIONÁRIO – SUPREMO – INADEQUAÇÃO. Revela-se inadmissível habeas corpus impetrado contra acórdão de Órgão fracionário do Supremo – verbete nº 606 da Súmula do Supremo.
HC 140141;MARCO AURÉLIO;14/06/2021;08/03/2021;Tribunal Pleno;"Ementa: HABEAS CORPUS. IMPETRAÇÃO CONTRA DECISÃO DE MINISTRO DO SUPREMO TRIBUNAL FEDERAL. INVIABILIDADE. PRECEDENTES.    1. Este Tribunal firmou o entendimento de que não é cabível Habeas Corpus contra decisão de Ministro em outro Habeas Corpus ou de órgão colegiado do SUPREMO TRIBUNAL FEDERAL (cf. HC 137.701-AgR, Rel. Min. DIAS TOFFOLI, Tribunal Pleno, Dje de 13/3/2017; HC 136.097-AgR, Rel. Min. LUIZ FUX, Tribunal Pleno, Dje de 3/11/2016; HC 132.400-AgR, Rel. Min. ROSA WEBER, Tribunal Pleno, DJe de 6/9/2016 e HC 97.009, Rel. Min. MARCO AURÉLIO, Rel. p/ Acórdão: Min. TEORI ZAVASCKI, Tribunal Pleno, DJe de 4/4/2014).     2. Habeas Corpus não conhecido."
